NCT Number,Study Results,Primary Completion Date,Results First Posted
NCT04813471,NO,2021-03-20,
NCT04483271,NO,2020-12-15,
NCT05715593,NO,2021-06-30,
NCT04833088,NO,2022-04-01,
NCT04829188,NO,2024-10,
NCT06259578,NO,2024-08-29,
NCT04427878,NO,2020-07-09,
NCT04615871,NO,2022-03-31,
NCT04353271,YES,2020-07-08,2021-12-17
NCT04748471,NO,2021-07-01,
NCT05722093,NO,2026-05-31,
NCT04414293,NO,2021-07-31,
NCT05567471,NO,2022-05-03,
NCT04523571,YES,2020-09-30,2022-08-10
NCT05382871,NO,2023-07-27,
NCT05770193,NO,2023-08-30,
NCT04341285,NO,2022-04-01,
NCT04895085,NO,2023-06-15,
NCT04583956,YES,2021-09-13,2022-09-13
NCT04634409,YES,2021-07-27,2022-06-07
NCT04530409,NO,2021-11-01,
NCT05092607,NO,2022-06-15,
NCT04647656,NO,2021-12-27,
NCT04391309,YES,2022-02-04,2023-04-06
NCT04365309,NO,2020-04,
NCT04524156,NO,2021-09-04,
NCT04826809,YES,2022-10-27,2023-06-15
NCT04380909,NO,2021-07-29,
NCT05181709,NO,2024-04-20,
NCT04565509,NO,2023-05-31,
NCT05386407,NO,2023-10-30,
NCT04373707,NO,2021-04-29,
NCT04890509,NO,2021-05-25,
NCT04645407,NO,2020-04-15,
NCT04756609,NO,2021-05-31,
NCT04358809,NO,2021-02-28,
NCT05132907,NO,2023-07,
NCT04333407,NO,2021-11-30,
NCT04407507,YES,2021-01-29,2021-05-10
NCT04880109,NO,2022-04-28,
NCT04870307,NO,2023-06-30,
NCT05124171,NO,2022-12,
NCT04726371,NO,2022-10,
NCT04895371,NO,2021-11-20,
NCT05542693,NO,2023-03,
NCT04372693,NO,2021-07-30,
NCT05040893,NO,2023-08-09,
NCT04306393,NO,2021-12-21,
NCT04501978,NO,2022-04-06,
NCT04487171,NO,2023-07,
NCT04528771,NO,2025-03-31,
NCT04734171,NO,2020-04-16,
NCT04540393,NO,2020-12-04,
NCT06048393,NO,2023-09-30,
NCT04341493,NO,2020-08-30,
NCT05373407,NO,2022-10-30,
NCT05677893,NO,2023-03-30,
NCT04251871,NO,2021-01-22,
NCT04335071,NO,2020-09-27,
NCT04350593,YES,2021-03-31,2022-03-29
NCT04321993,NO,2024-04,
NCT04364893,NO,2020-10-01,
NCT04363593,NO,2020-11-16,
NCT05008393,NO,2022-02-03,
NCT05091411,NO,2021-11,
NCT06217211,NO,2024-01-31,
NCT05465811,NO,2022-08-16,
NCT04522128,NO,2021-09-01,
NCT05035628,NO,2023-05-31,
NCT04926428,NO,2021-03-30,
NCT05997511,NO,2024-08-31,
NCT05043311,NO,2022-06-01,
NCT04860271,NO,2021-04-30,
NCT04389671,YES,2022-02-20,2023-02-01
NCT06096571,NO,2024-01-15,
NCT04904471,NO,2022-12-31,
NCT04613271,NO,2021-10-25,
NCT05541393,NO,2023-06-30,
NCT04346693,NO,2020-11-01,
NCT05017493,YES,2020-12-07,2021-09-21
NCT04375397,YES,2021-05-10,2022-04-22
NCT04705597,YES,2022-04-20,2023-04-20
NCT04570397,NO,2023-05,
NCT05534997,NO,2023-09-01,
NCT04793997,NO,2022-02-01,
NCT05960097,NO,2024-09-05,
NCT04784897,YES,2021-07-01,2022-07-27
NCT05629897,NO,2023-11,
NCT04918797,NO,2021-08-15,
NCT04355897,NO,2020-07-06,
NCT04342897,YES,2020-10-12,2021-08-04
NCT06108297,NO,2024-06,
NCT04614883,NO,2021-02-26,
NCT05218083,NO,2026-01-01,
NCT05677997,NO,2024-02,
NCT04895683,NO,2021-12-31,
NCT04460183,YES,2021-04-24,2022-04-07
NCT05075083,NO,2022-06-30,
NCT04474483,YES,2022-07-22,2023-10-19
NCT05618483,NO,2023-12-31,
NCT04902183,NO,2021-09-01,
NCT05931497,NO,2024-09-30,
NCT05648097,NO,2024-11-30,
NCT04470297,NO,2020-11,
NCT04445597,NO,2023-12-31,
NCT05417997,NO,2021-12-02,
NCT05668897,NO,2022-12-02,
NCT05157997,NO,2024-01,
NCT04311697,YES,2021-02-22,2023-02-02
NCT04452097,NO,2024-03-31,
NCT04575597,YES,2022-05-05,2023-04-26
NCT04936997,NO,2021-08-25,
NCT05104333,NO,2022-11,
NCT05638633,NO,2024-12-31,
NCT05164133,NO,2024-12-01,
NCT05369754,NO,2023-01,
NCT04527354,NO,2021-02-10,
NCT04389333,YES,2020-04-26,2021-12-20
NCT04427254,NO,2022-11-25,
NCT04477954,NO,2020-11-06,
NCT05334654,NO,2022-06-30,
NCT05386433,NO,2022-07,
NCT04961333,NO,2021-12-31,
NCT05561933,NO,2023-07-30,
NCT04510233,NO,2020-10,
NCT04347954,YES,2020-12-13,2021-10-15
NCT05139433,NO,2023-05-25,
NCT06044233,NO,2023-10-23,
NCT04766333,YES,2021-12-31,2023-02-10
NCT04636333,NO,2021-12-07,
NCT04593433,NO,2021-07-04,
NCT05175833,NO,2021-01-25,
NCT05199233,NO,2024-06,
NCT04425733,NO,2020-11-10,
NCT04858633,NO,2021-06-30,
NCT04356833,NO,2021-04-30,
NCT04373733,NO,2021-06-25,
NCT04495933,NO,2021-11-06,
NCT05270954,NO,2022-04-25,
NCT04964154,NO,2022-03-30,
NCT05556733,NO,2023-09-13,
NCT04418505,NO,2021-07-30,
NCT04460105,NO,2021-01-27,
NCT04400305,NO,2021-08-30,
NCT04466605,NO,2020-06-30,
NCT04458298,NO,2022-08-12,
NCT04498247,YES,2021-03-05,2021-12-20
NCT05413577,NO,2022-02-28,
NCT04798677,NO,2021-06-10,
NCT04635605,NO,2022-12-31,
NCT04874805,NO,2022-05-02,
NCT04375098,NO,2020-08-17,
NCT04386447,NO,2020-10-31,
NCT04716647,NO,2020-12-12,
NCT04604977,NO,2021-10,
NCT04403477,NO,2020-07-20,
NCT04316377,NO,2020-05-25,
NCT04767477,NO,2021-08-31,
NCT05676047,NO,2024-11-01,
NCT04515147,YES,2022-02-21,2022-10-31
NCT06085547,NO,2023-12-31,
NCT04959747,NO,2022-07-31,
NCT04446377,YES,2021-03-24,2023-05-19
NCT06042777,NO,2024-05-31,
NCT04368377,NO,2020-04-23,
NCT05338177,NO,2022-01-15,
NCT05274477,NO,2023-12-30,
NCT05364047,NO,2022-10-14,
NCT05420077,NO,2023-06-02,
NCT04498377,YES,2021-03-24,2023-10-10
NCT05504447,NO,2023-02-28,
NCT04356677,NO,2021-08,
NCT06248151,NO,2024-10-30,
NCT04429854,NO,2021-04-30,
NCT04844554,NO,2022-04-12,
NCT04295551,NO,2020-07-14,
NCT05069454,NO,2022-05-20,
NCT05077254,NO,2024-03-04,
NCT04526054,NO,2021-09-03,
NCT04527133,NO,2020-08-11,
NCT04360551,YES,2022-04-26,2023-08-01
NCT04570254,NO,2020-12-01,
NCT05381454,NO,2023-05-09,
NCT05633433,NO,2024-06-15,
NCT04733833,NO,2022-10-25,
NCT05275933,NO,2023-11-22,
NCT04333654,NO,2020-05-26,
NCT05904054,NO,2023-12-31,
NCT04497454,NO,2022-07-01,
NCT05226754,NO,2023-06-30,
NCT05659654,NO,2023-03-03,
NCT04697654,NO,2021-06-18,
NCT05132933,NO,2022-06-30,
NCT05178654,NO,2022-04-01,
NCT04531254,NO,2020-08-31,
NCT06119854,NO,2024-03,
NCT04891133,NO,2022-12-15,
NCT05374954,NO,2022-09-25,
NCT04379154,NO,2021-06-01,
NCT04410354,NO,2020-12-01,
NCT04463433,NO,2021-12-31,
NCT04492254,NO,2021-11-29,
NCT05672654,NO,2023-09-01,
NCT05283954,NO,2022-06-30,
NCT04630054,NO,2021-06-29,
NCT04336254,NO,2021-11-30,
NCT05226533,NO,2022-12-16,
NCT04352933,NO,2020-10-31,
NCT04411433,NO,2020-12-31,
NCT05224453,YES,2021-11-30,2022-02-06
NCT04885777,NO,2020-09-30,
NCT05481177,NO,2024-09-01,
NCT04390477,NO,2021-03-21,
NCT05886777,NO,2024-01-01,
NCT04393077,NO,2020-05-15,
NCT05302453,NO,2021-06-11,
NCT04363853,NO,2024-12-01,
NCT04279197,NO,2021-03-24,
NCT04769297,NO,2021-04,
NCT04366297,NO,2020-02-25,
NCT04870593,NO,2022-09-30,
NCT04431453,YES,2023-02-10,2023-11-28
NCT04311177,YES,2021-02-01,2022-03-16
NCT04499677,NO,2021-12-01,
NCT05685953,NO,2023-12-31,
NCT04320277,NO,2020-06-30,
NCT04381377,NO,2021-04,
NCT05508477,NO,2023-03-28,
NCT04398277,NO,2021-04,
NCT04346953,NO,2020-10-01,
NCT04685447,NO,2020-04-20,
NCT04831853,NO,2021-10,
NCT04909853,YES,2021-10-07,2022-09-20
NCT05667077,NO,2022-12-29,
NCT04914377,NO,2021-12-16,
NCT04460677,NO,2022-02-09,
NCT04363177,NO,2023-07,
NCT04393051,NO,2020-06-30,
NCT04745351,YES,2022-04-20,2023-04-18
NCT04836351,NO,2023-12-30,
NCT04345653,YES,2020-06-05,2021-04-01
NCT04304053,NO,2020-06-15,
NCT04950751,NO,2022-04,
NCT04552951,NO,2020-09-14,
NCT05007951,NO,2022-10-24,
NCT05799651,NO,2023-11,
NCT05543551,NO,2022-12-01,
NCT04713553,YES,2021-07-22,2022-07-18
NCT04453553,NO,2020-10-27,
NCT04359251,NO,2020-03-25,
NCT06042751,NO,2024-11-30,
NCT04359953,NO,2022-04-01,
NCT05655351,NO,2023-06-20,
NCT04823351,NO,2021-07-08,
NCT04291053,NO,2020-08-01,
NCT04573153,NO,2021-01-31,
NCT04567953,NO,2021-01-30,
NCT05499351,NO,2021-12-05,
NCT05305651,NO,2023-07-20,
NCT05167253,NO,2022-04-15,
NCT04382053,YES,2020-12-10,2021-11-15
NCT04586153,NO,2022-12-02,
NCT05787353,NO,2021-07-25,
NCT04790851,NO,2021-09-05,
NCT04597047,NO,2020-12-22,
NCT05305547,NO,2024-03-01,
NCT04504877,NO,2020-11-16,
NCT04681053,NO,2021-04-30,
NCT05142553,NO,2023-05-29,
NCT04461353,NO,2020-08-17,
NCT05076253,NO,2021-12-01,
NCT05097053,NO,2022-03,
NCT04422353,NO,2021-06-30,
NCT05195151,NO,2024-07-17,
NCT05394051,NO,2023-05-31,
NCT04536051,NO,2021-09,
NCT05611554,NO,2022-07-15,
NCT04456153,YES,2021-01-31,2021-11-10
NCT04365153,YES,2021-02-02,2021-04-05
NCT04784754,NO,2022-09-30,
NCT04343053,NO,2023-11-12,
NCT06084351,NO,2020-10-30,
NCT05946551,NO,2024-08,
NCT05110651,NO,2020-07-31,
NCT05238454,NO,2022-07-01,
NCT05706454,NO,2024-07-01,
NCT05004753,NO,2021-02-28,
NCT04343651,YES,2020-07-21,2022-07-28
NCT05196451,NO,2023-12-01,
NCT04731051,NO,2022-11,
NCT04432051,NO,2020-08-08,
NCT05829551,NO,2022-08-12,
NCT04392453,NO,2021-05-18,
NCT05019053,NO,2022-05-31,
NCT04476953,NO,2024-12,
NCT04361253,NO,2021-04-01,
NCT04460651,NO,2021-08-30,
NCT04649151,NO,2024-06-09,
NCT04516954,NO,2020-11-30,
NCT04643054,NO,2021-02-28,
NCT05064254,NO,2022-04-30,
NCT05037253,NO,2021-05-30,
NCT05197153,NO,2022-06-01,
NCT05613751,NO,2024-06-30,
NCT05230953,NO,2024-07-04,
NCT04435353,NO,2020-12-31,
NCT04771351,NO,2021-08,
NCT04705753,NO,2020-10-15,
NCT04733651,NO,2021-05-20,
NCT04445454,NO,2024-09-30,
NCT04516811,NO,2021-12-30,
NCT04576728,NO,2021-06-29,
NCT04353128,NO,2020-10-01,
NCT04643561,NO,2020-12-31,
NCT04397705,NO,2021-04,
NCT05815498,NO,2024-08-23,
NCT04351347,NO,2030-12-01,
NCT04838847,NO,2022-01,
NCT04398147,NO,2021-12-20,
NCT04334005,NO,2020-06-30,
NCT04608097,NO,2021-03-12,
NCT04335305,NO,2021-03-08,
NCT04861298,NO,2021-08-29,
NCT05148845,NO,2022-01-31,
NCT05596045,NO,2023-03-08,
NCT04472611,YES,2022-03-30,2022-12-20
NCT04418128,NO,2021-03-30,
NCT04338828,NO,2021-01-14,
NCT04682561,NO,2024-12,
NCT05028361,NO,2023-02-23,
NCT04923061,NO,2021-06-30,
NCT04590261,NO,2025-12,
NCT05713305,NO,2023-04-20,
NCT04691947,NO,2021-11-18,
NCT05352347,NO,2024-11-30,
NCT04346797,NO,2020-09-30,
NCT05932797,NO,2024-11-18,
NCT04477993,NO,2021-03-29,
NCT04371393,NO,2021-01-14,
NCT04359797,YES,2020-12-17,2021-12-13
NCT04860297,NO,2023-05-22,
NCT05667597,NO,2024-10-31,
NCT04715997,NO,2021-07-30,
NCT04555005,NO,2020-04-26,
NCT04315298,YES,2020-07-24,2021-07-23
NCT04473898,NO,2020-10-19,
NCT05745545,NO,2023-09,
NCT04738045,NO,2021-03-28,
NCT05926505,NO,2025-08,
NCT05039645,NO,2023-12-12,
NCT05089045,NO,2021-09-16,
NCT05449405,NO,2022-03-11,
NCT05438498,NO,2023-04-29,
NCT04505098,NO,2022-12-15,
NCT04604145,NO,2021-08-18,
NCT05109598,NO,2022-02-14,
NCT04367545,NO,2020-05-17,
NCT05356247,NO,2023-09-01,
NCT04329611,NO,2020-07-20,
NCT05451511,NO,2022-09-25,
NCT06085911,NO,2025-02,
NCT04568811,NO,2020-10-25,
NCT04372628,YES,2021-12-16,2022-08-30
NCT04921228,NO,2022-04-10,
NCT04939428,YES,2022-11-16,2023-11-06
NCT04363528,NO,2020-12-24,
NCT05686161,NO,2022-12-07,
NCT04325061,NO,2020-06-19,
NCT04958161,NO,2022-12,
NCT04283461,YES,2022-04-26,2023-04-13
NCT05911061,NO,2023-12-30,
NCT04581161,NO,2020-10,
NCT05446961,NO,2021-09-01,
NCT05822583,NO,2025-07-01,
NCT04325893,NO,2020-06-18,
NCT05753228,NO,2023-12-08,
NCT04878328,NO,2026-07,
NCT04734561,NO,2021-07-31,
NCT05094661,NO,2022-11-07,
NCT04843761,NO,2022-08-22,
NCT05204511,NO,2023-05-31,
NCT04445428,NO,2022-01-31,
NCT04683328,NO,2021-05-25,
NCT04368728,NO,2023-02-10,
NCT05669261,NO,2023-12-31,
NCT05602961,NO,2024-09,
NCT05614388,NO,2023-04,
NCT04569188,NO,2020-08-15,
NCT04794088,NO,2022-03-16,
NCT04392778,NO,2020-11-01,
NCT06165978,NO,2026-12-31,
NCT05197478,NO,2021-11-01,
NCT04534478,NO,2021-05-02,
NCT04756271,NO,2021-12-20,
NCT04394793,NO,2020-08-27,
NCT05787288,NO,2024-01-23,
NCT05007678,NO,2022-07-01,
NCT05209178,NO,2022-03-25,
NCT04621071,NO,2021-08-19,
NCT05498493,NO,2024-01,
NCT04468893,NO,2021-07-31,
NCT05074693,NO,2024-02-01,
NCT04362111,YES,2021-12-31,2023-05-16
NCT04783311,NO,2021-10-15,
NCT05126628,NO,2021-03-16,
NCT04357028,NO,2020-12-31,
NCT05273528,NO,2023-01-06,
NCT04364828,NO,2023-04-30,
NCT05046561,NO,2022-12,
NCT04361461,NO,2020-11-04,
NCT04826588,NO,2022-11-20,
NCT04369378,NO,2021-04-28,
NCT05148871,NO,2023-02-23,
NCT05364671,NO,2024-12-31,
NCT04349371,NO,2021-02-10,
NCT05038488,NO,2023-07-31,
NCT05672888,NO,2024-01,
NCT05212688,NO,2024-07-19,
NCT04380688,YES,2020-11-16,2021-08-19
NCT04594278,NO,2022-02-15,
NCT04525378,NO,2020-09-30,
NCT05732571,NO,2023-12-15,
NCT04643678,NO,2021-03-01,
NCT04676971,NO,2021-08-29,
NCT04381871,NO,2020-08-01,
NCT04437693,NO,2021-08-30,
NCT04698993,YES,2021-03-22,2021-06-16
NCT05972993,NO,2023-11-09,
NCT04323228,NO,2020-12-01,
NCT04348461,NO,2020-09-15,
NCT05323461,NO,2022-10-28,
NCT04741061,NO,2021-12-31,
NCT04370288,NO,2020-09-20,
NCT05586178,NO,2022-12-31,
NCT05258578,NO,2024-01,
NCT04193878,NO,2025-07-01,
NCT04453371,NO,2021-01-15,
NCT05081271,NO,2022-05-30,
NCT04940871,NO,2021-11-29,
NCT04376788,NO,2020-07-01,
NCT05298488,NO,2023-03-30,
NCT04433988,NO,2022-12-30,
NCT04382378,NO,2021-09-30,
NCT04422678,NO,2020-09,
NCT05668078,NO,2022-07-30,
NCT05387278,NO,2023-10,
NCT05908071,NO,2024-05,
NCT04785807,NO,2023-07-30,
NCT04898088,NO,2020-08-30,
NCT05372588,NO,2022-07-17,
NCT05021588,NO,2020-08-02,
NCT05037188,NO,2022-04-18,
NCT04381988,YES,2021-04-21,2021-10-25
NCT04748588,NO,2022-01-31,
NCT04720378,NO,2022-05-03,
NCT05502978,NO,2023-07-15,
NCT05018078,NO,2023-08-30,
NCT04805671,YES,2022-02-10,2023-12-07
NCT04609371,NO,2021-03-01,
NCT05623007,NO,2024-04-30,
NCT04953078,NO,2021-12-02,
NCT04321278,NO,2020-06-14,
NCT04577378,NO,2020-11-20,
NCT04379271,NO,2021-01-12,
NCT04978571,NO,2025-01,
NCT05330871,NO,2022-06-30,
NCT04403685,NO,2020-07-08,
NCT04822285,NO,2020-04-22,
NCT05305456,NO,2022-06-02,
NCT04945356,NO,2021-10-31,
NCT04408209,NO,2023-08-30,
NCT04348409,NO,2020-12-31,
NCT04409509,YES,2021-01-12,2021-12-23
NCT05434585,NO,2022-10-10,
NCT05924685,NO,2023-12-29,
NCT04389385,NO,2020-09-30,
NCT04424056,NO,2022-09-30,
NCT04646109,YES,2020-09-02,2020-12-03
NCT04484207,YES,2020-10-20,2021-10-12
NCT05453188,NO,2022-07-01,
NCT04327388,YES,2020-07-31,2021-04-28
NCT04475588,YES,2020-07-07,2020-08-02
NCT05702788,NO,2024-01,
NCT04444271,NO,2020-08-30,
NCT05507671,NO,2023-07-31,
NCT04535778,NO,2021-07-01,
NCT04371978,NO,2021-04-04,
NCT04478071,NO,2022-03-07,
NCT04468971,NO,2021-10-22,
NCT05003271,NO,2022-08-30,
NCT04445285,NO,2021-11-30,
NCT05815485,NO,2026-04,
NCT05633485,NO,2022-04-30,
NCT04730856,NO,2021-10-20,
NCT05543356,NO,2023-12-30,
NCT05007509,NO,2021-09-30,
NCT04679909,NO,2021-12-01,
NCT04715607,NO,2021-05-30,
NCT04659707,NO,2023-08-01,
NCT05317988,NO,2022-12-31,
NCT04436471,NO,2020-08-03,
NCT04348071,NO,2021-08,
NCT04797871,NO,2022-09-18,
NCT05476471,NO,2020-01-01,
NCT04713111,NO,2020-11-30,
NCT04346628,YES,2021-04-16,2022-04-14
NCT04349228,NO,2020-07-15,
NCT05715528,NO,2023-11-29,
NCT04333628,NO,2020-09-01,
NCT04422561,YES,2020-07-14,2020-08-23
NCT05705661,NO,2023-03-01,
NCT05269511,NO,2022-06-22,
NCT04480411,NO,2022-12,
NCT04342728,NO,2020-12-30,
NCT04900428,NO,2022-03-22,
NCT04644328,YES,2021-02-11,2021-10-26
NCT04830761,NO,2022-12-31,
NCT05024461,NO,2020-11-12,
NCT04379661,NO,2020-07-07,
NCT04456361,NO,2022-10-15,
NCT04573361,NO,2020-05-27,
NCT04324528,NO,2021-01-27,
NCT04871828,NO,2021-09,
NCT04799561,NO,2022-09-15,
NCT04472728,NO,2022-06-06,
NCT05238428,NO,2022-02-28,
NCT05088928,NO,2022-05-30,
NCT04411628,YES,2020-08-26,2021-11-01
NCT05616728,NO,2023-03,
NCT04960228,YES,2021-09-13,2022-02-07
NCT05419128,NO,2024-07-31,
NCT04374461,NO,2025-05,
NCT04344561,NO,2022-05-01,
NCT04730661,NO,2021-12-21,
NCT04864561,NO,2021-07-19,
NCT04746183,NO,2023-12-18,
NCT04583228,NO,2021-07-15,
NCT04393961,NO,2020-07-29,
NCT04404361,NO,2021-09-21,
NCT06146361,NO,2024-02-14,
NCT04828161,YES,2021-11-18,2022-11-14
NCT05442983,NO,2022-09-07,
NCT05545683,NO,2023-03-30,
NCT04607928,NO,2022-01-30,
NCT06128928,NO,2026-12-31,
NCT05381883,NO,2022-11-30,
NCT04334928,NO,2021-02-25,
NCT05518461,NO,2023-12-15,
NCT05710783,NO,2022-12-28,
NCT04547283,NO,2020-09-20,
NCT05970861,NO,2024-03-04,
NCT05589883,NO,2023-11-07,
NCT05215483,NO,2021-11-16,
NCT05115383,NO,2022-12-31,
NCT04904783,NO,2021-12-31,
NCT04505761,NO,2021-02-01,
NCT05055505,NO,2021-11-01,
NCT05089305,NO,2022-11-25,
NCT04349098,YES,2020-10-05,2021-10-05
NCT06022198,NO,2022-01-01,
NCT04757298,YES,2022-10-25,2023-10-13
NCT05047445,NO,2022-12,
NCT04712045,NO,2020-12-12,
NCT04927845,NO,2022-04-18,
NCT04384445,NO,2023-07-01,
NCT04420247,NO,2020-08-20,
NCT05188677,NO,2023-06-06,
NCT05581277,NO,2023-06-15,
NCT06037005,NO,2022-09-30,
NCT05672498,NO,2023-04-05,
NCT05239598,YES,2022-07-07,2023-06-01
NCT04526145,NO,2024-03-30,
NCT04368845,NO,2020-06-30,
NCT05033145,NO,2022-07-27,
NCT05033847,NO,2023-11,
NCT04533347,NO,2022-06-30,
NCT04590547,NO,2022-08-14,
NCT05249777,NO,2022-08-05,
NCT04418947,YES,2020-07-17,2021-10-25
NCT04806477,NO,2020-11-01,
NCT04366947,NO,2020-09-20,
NCT04482647,YES,2025-04-30,2022-02-01
NCT04944147,NO,2024-07,
NCT05716347,NO,2022-12-09,
NCT05205577,NO,2025-03,
NCT05607147,YES,2021-02-11,2022-12-12
NCT05894577,NO,2023-07-31,
NCT04348877,NO,2020-10,
NCT04779047,NO,2021-03-10,
NCT04911777,NO,2021-12,
NCT04509947,NO,2021-02-22,
NCT04907877,NO,2022-12-01,
NCT04394377,NO,2021-03-26,
NCT05689177,NO,2023-03-10,
NCT04565197,NO,2020-12-30,
NCT05220397,NO,2025-03,
NCT05017805,NO,2024-08-15,
NCT05004805,NO,2021-12-12,
NCT04629105,NO,2024-06,
NCT04854798,NO,2022-02-01,
NCT04620798,YES,2020-11-11,2022-01-18
NCT04716998,NO,2022-01-31,
NCT05156645,NO,2022-12-01,
NCT04904497,NO,2021-12-01,
NCT04952805,NO,2022-03-31,
NCT05639205,NO,2024-04,
NCT05290298,NO,2022-02-01,
NCT04345445,NO,2020-10-31,
NCT04739345,NO,2021-06-01,
NCT04942405,NO,2023-03-08,
NCT05465798,NO,2024-10,
NCT04319445,YES,2020-07-28,2021-12-22
NCT05330845,NO,2022-08-08,
NCT05656105,NO,2026-06-01,
NCT05679505,NO,2023-01-01,
NCT05231005,NO,2024-06-26,
NCT04354805,NO,2020-10,
NCT04432298,YES,2021-03-22,2022-04-27
NCT04726098,NO,2021-08-31,
NCT04644198,NO,2021-12-01,
NCT05398705,NO,2022-08-10,
NCT05665205,NO,2023-01-30,
NCT05220605,NO,2022-08-14,
NCT04441398,NO,2020-09,
NCT04785898,NO,2020-12-22,
NCT04849598,NO,2021-08-27,
NCT04466098,NO,2022-02-25,
NCT04771598,NO,2021-06-30,
NCT04941105,NO,2022-05-17,
NCT04894305,NO,2021-12-08,
NCT04425005,NO,2020-12-07,
NCT04999098,NO,2023-06,
NCT04728698,NO,2021-09,
NCT04991545,NO,2022-01-01,
NCT04496245,NO,2021-06-30,
NCT04780698,NO,2022-10-13,
NCT04427098,NO,2020-10-30,
NCT04476745,NO,2021-03-22,
NCT05631145,NO,2020-10-01,
NCT05272605,NO,2023-04-19,
NCT04647305,NO,2021-03-04,
NCT05060705,NO,2024-04,
NCT04454398,NO,2021-01,
NCT06223945,NO,2029-01-12,
NCT05774405,NO,2021-07-31,
NCT04557605,NO,2020-10-15,
NCT04644705,NO,2021-05-03,
NCT05562505,NO,2026-07-31,
NCT04703205,NO,2021-10-22,
NCT04560205,NO,2020-12-30,
NCT04553705,NO,2020-11-04,
NCT04426305,NO,2020-06-20,
NCT04592705,NO,2021-08-30,
NCT04432805,NO,2021-01-02,
NCT04327505,NO,2022-06-30,
NCT04338698,NO,2020-11-15,
NCT04366245,NO,2020-12-30,
NCT04275245,NO,2020-03-09,
NCT04899245,NO,2023-06-15,
NCT04459247,NO,2021-03-30,
NCT04377477,NO,2021-08-10,
NCT05233345,NO,2020-12-31,
NCT05096845,NO,2022-02-08,
NCT05614245,NO,2024-06,
NCT04501445,YES,2021-04-08,2022-02-03
NCT05150847,NO,2022-02-01,
NCT04569877,NO,2022-06-21,
NCT05747677,NO,2023-02-06,
NCT04601077,NO,2022-11-30,
NCT05065645,NO,2022-05-27,
NCT04551547,NO,2021-04-30,
NCT05472077,NO,2023-09,
NCT06127498,NO,2023-12-01,
NCT04753645,NO,2021-05,
NCT04993547,NO,2021-06-09,
NCT04439045,NO,2021-09-09,
NCT04663945,YES,2021-08-12,2022-08-12
NCT04355247,NO,2020-07-31,
NCT04667247,NO,2023-05-15,
NCT04542447,NO,2020-09-30,
NCT04323345,NO,2020-12-15,
NCT05817045,NO,2024-06-30,
NCT04992247,NO,2024-07,
NCT04842747,YES,2022-07-06,2023-02-23
NCT05781945,NO,2022-01-31,
NCT05029245,NO,2022-08-31,
NCT04346147,NO,2021-06-02,
NCT04754698,NO,2023-11-27,
NCT05074745,NO,2021-12-30,
NCT04441047,NO,2023-03-01,
NCT04467047,NO,2020-10-30,
NCT04413747,NO,2021-06-01,
NCT05085145,NO,2022-09-01,
NCT04647747,NO,2021-03-30,
NCT04382547,NO,2021-06-30,
NCT04367077,NO,2023-01,
NCT05541861,NO,2024-10,
NCT04477083,NO,2020-08-15,
NCT04402983,NO,2020-12-01,
NCT05217797,NO,2022-05-01,
NCT04390061,NO,2020-09,
NCT05409261,NO,2022-08,
NCT06291883,NO,2023-04-18,
NCT04343183,NO,2020-06,
NCT05216497,NO,2022-01-12,
NCT04444297,NO,2021-12-31,
NCT04329897,NO,2020-05-15,
NCT04343261,YES,2020-07-23,2020-09-01
NCT04930861,NO,2021-05-27,
NCT05384561,NO,2022-11,
NCT05056883,NO,2022-12-31,
NCT05778383,NO,2022-02-23,
NCT04345861,NO,2021-02-09,
NCT05313061,NO,2022-12-30,
NCT04613297,NO,2022-07-19,
NCT05407597,NO,2023-06-09,
NCT05371561,NO,2022-05-01,
NCT05124561,NO,2022-04-15,
NCT04964583,NO,2021-08,
NCT05372783,NO,2024-06,
NCT04569383,NO,2021-08-24,
NCT04423861,NO,2023-03,
NCT04795583,NO,2022-04,
NCT04695197,NO,2022-11-01,
NCT05205083,NO,2022-03,
NCT05013983,NO,2022-07-31,
NCT04348383,NO,2023-02-28,
NCT05057897,NO,2023-04-19,
NCT04397497,NO,2020-09-22,
NCT04424797,NO,2022-07-31,
NCT04380961,YES,2021-04-09,2022-04-08
NCT05566483,NO,2023-12-31,
NCT05862883,NO,2022-07-01,
NCT05405283,NO,2022-07-15,
NCT04941183,NO,2022-12-12,
NCT04890483,NO,2021-05-17,
NCT04358783,NO,2021-05-01,
NCT04935528,NO,2022-01-26,
NCT04373161,NO,2020-04-22,
NCT05271461,NO,2022-04-04,
NCT04760561,NO,2021-03-20,
NCT04885361,NO,2021-09-30,
NCT05124483,NO,2022-07-01,
NCT04847583,NO,2022-02-11,
NCT04335097,NO,2022-04-08,
NCT04682197,NO,2024-03,
NCT04869228,NO,2022-09-02,
NCT05315583,NO,2024-12-01,
NCT06159283,NO,2025-06-30,
NCT05037097,NO,2023-03,
NCT04431297,NO,2021-05-14,
NCT04813497,NO,2022-04-30,
NCT04354428,YES,2020-11-03,2021-11-16
NCT04392128,NO,2020-09-02,
NCT04949061,NO,2022-03-28,
NCT04806061,NO,2022-05-15,
NCT05994261,NO,2024-11,
NCT05808361,NO,2021-06-15,
NCT05534061,YES,2023-06-30,2023-11-27
NCT04501783,NO,2020-07-29,
NCT05047783,NO,2023-12,
NCT04462783,NO,2021-11,
